"Name","MEDDRA_prefLabel","identical","MEDDRA_ID","url","classified_as","classified_as_ID","classifies","classifies_ID","subclassof","subclassof_ID"
"Eyes sunken","Eyes sunken",TRUE,10016013,"http://purl.bioontology.org/ontology/MEDDRA/10016013","Lid sulcus deepened","10072716",NA,NA,NA,NA
"Respiratory syncytial virus serology negative","Respiratory syncytial virus serology negative",TRUE,10068217,"http://purl.bioontology.org/ontology/MEDDRA/10068217","Respiratory syncytial virus test negative","10068564",NA,NA,NA,NA
"Blood human chorionic gonadotropin normal","Blood human chorionic gonadotropin normal",TRUE,10054027,"http://purl.bioontology.org/ontology/MEDDRA/10054027","Human chorionic gonadotropin normal","10071334",NA,NA,NA,NA
"Intentional drug misuse","Intentional drug misuse",TRUE,10065679,"http://purl.bioontology.org/ontology/MEDDRA/10065679","Intentional product misuse","10074903",NA,NA,NA,NA
"Staphylococcal identification test positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSF bacteria no organisms observed","CSF bacteria no organisms observed",TRUE,10061793,"http://purl.bioontology.org/ontology/MEDDRA/10061793","Bacterial test negative","10065004",NA,NA,NA,NA
"Coxsackie virus serology test","Coxsackie virus serology test",TRUE,10058589,"http://purl.bioontology.org/ontology/MEDDRA/10058589","Coxsackie virus test","10070394",NA,NA,NA,NA
"Brain mass","Brain mass",TRUE,10052334,"http://purl.bioontology.org/ontology/MEDDRA/10052334","Intracranial mass","10077667",NA,NA,NA,NA
"Rickettsia antibody","Rickettsia antibody",TRUE,10062111,"http://purl.bioontology.org/ontology/MEDDRA/10062111","Typhus rickettsia test","10070404",NA,NA,NA,NA
"Vaginal inflammation","Vaginal inflammation",TRUE,10046916,"http://purl.bioontology.org/ontology/MEDDRA/10046916","Vulvovaginal inflammation","10079372",NA,NA,NA,NA
"Immotile cilia syndrome","Immotile cilia syndrome",TRUE,10060882,"http://purl.bioontology.org/ontology/MEDDRA/10060882","Primary ciliary dyskinesia","10069713",NA,NA,NA,NA
"Respiratory syncytial virus serology positive","Respiratory syncytial virus serology positive",TRUE,10068216,"http://purl.bioontology.org/ontology/MEDDRA/10068216","Respiratory syncytial virus test positive","10068563",NA,NA,NA,NA
"Chlamydia identification test","Chlamydia identification test",TRUE,10068743,"http://purl.bioontology.org/ontology/MEDDRA/10068743","Chlamydia test","10070272",NA,NA,NA,NA
"Bacteria blood identified","Bacteria blood identified",TRUE,10061667,"http://purl.bioontology.org/ontology/MEDDRA/10061667","Bacterial test positive","10059421",NA,NA,NA,NA
"House dust allergy","House dust allergy",TRUE,10057631,"http://purl.bioontology.org/ontology/MEDDRA/10057631","Mite allergy","10077290",NA,NA,NA,NA
"Vaginal examination abnormal","Vaginal examination abnormal",TRUE,10064259,"http://purl.bioontology.org/ontology/MEDDRA/10064259","Gynaecological examination abnormal","10056830",NA,NA,NA,NA
"Anti-SS-A antibody negative","Anti-SS-A antibody negative",TRUE,10060277,"http://purl.bioontology.org/ontology/MEDDRA/10060277","Antinuclear antibody negative","10002809",NA,NA,NA,NA
"Anti-SS-B antibody negative","Anti-SS-B antibody negative",TRUE,10060282,"http://purl.bioontology.org/ontology/MEDDRA/10060282","Antinuclear antibody negative","10002809",NA,NA,NA,NA
"Anti-SS-A antibody","Anti-SS-A antibody",TRUE,10060213,"http://purl.bioontology.org/ontology/MEDDRA/10060213","Antinuclear antibody","10002807",NA,NA,NA,NA
"Anti-SS-B antibody","Anti-SS-B antibody",TRUE,10060214,"http://purl.bioontology.org/ontology/MEDDRA/10060214","Antinuclear antibody","10002807",NA,NA,NA,NA
"Perineal laceration","Perineal laceration",TRUE,10034521,"http://purl.bioontology.org/ontology/MEDDRA/10034521","Perineal injury","10073329",NA,NA,NA,NA
"Fungus CSF test negative","Fungus CSF test negative",TRUE,10058778,"http://purl.bioontology.org/ontology/MEDDRA/10058778","Fungal test negative","10070458",NA,NA,NA,NA
"Occupational exposure to drug","Occupational exposure to drug",TRUE,10068469,"http://purl.bioontology.org/ontology/MEDDRA/10068469","Occupational exposure to product","10073311",NA,NA,NA,NA
"Melanosis coli","Melanosis coli",TRUE,10027158,"http://purl.bioontology.org/ontology/MEDDRA/10027158","Gastrointestinal melanosis","10078335",NA,NA,NA,NA
"Blood amylase decreased","Blood amylase decreased",TRUE,10005327,"http://purl.bioontology.org/ontology/MEDDRA/10005327","Amylase decreased","10002014",NA,NA,NA,NA
"Coxsackie virus serology test negative","Coxsackie virus serology test negative",TRUE,10058590,"http://purl.bioontology.org/ontology/MEDDRA/10058590","Coxsackie virus test negative","10070393",NA,NA,NA,NA
"Legionella serology","Legionella serology",TRUE,10062036,"http://purl.bioontology.org/ontology/MEDDRA/10062036","Legionella test","10070410",NA,NA,NA,NA
"Hyperpallaesthesia","Hyperpallaesthesia",TRUE,10068324,"http://purl.bioontology.org/ontology/MEDDRA/10068324","Vibratory sense increased","10068327",NA,NA,NA,NA
"Anti-SS-A antibody positive","Anti-SS-A antibody positive",TRUE,10060276,"http://purl.bioontology.org/ontology/MEDDRA/10060276","Antinuclear antibody positive","10060055",NA,NA,NA,NA
"Lymphoid hyperplasia of appendix","Lymphoid hyperplasia of appendix",TRUE,10025298,"http://purl.bioontology.org/ontology/MEDDRA/10025298","Lymphoid hyperplasia of intestine","10078785",NA,NA,NA,NA
"Incorrect product storage","Incorrect product storage",TRUE,10069328,"http://purl.bioontology.org/ontology/MEDDRA/10069328","Product storage error","10079843",NA,NA,NA,NA
"Chlamydia identification test positive","Chlamydia identification test positive",TRUE,10068744,"http://purl.bioontology.org/ontology/MEDDRA/10068744","Chlamydia test positive","10070159",NA,NA,NA,NA
"Fungus culture","Fungus culture",TRUE,10068706,"http://purl.bioontology.org/ontology/MEDDRA/10068706","Fungal test","10070457",NA,NA,NA,NA
"Urine phosphate decreased","Urine phosphate decreased",TRUE,10051323,"http://purl.bioontology.org/ontology/MEDDRA/10051323","Urine phosphorus decreased","10055065",NA,NA,NA,NA
"Colon polypectomy","Colon polypectomy",TRUE,10009979,"http://purl.bioontology.org/ontology/MEDDRA/10009979","Large intestinal polypectomy","10074625",NA,NA,NA,NA
"Virus tissue specimen test negative","Virus tissue specimen test negative",TRUE,10047499,"http://purl.bioontology.org/ontology/MEDDRA/10047499","Viral test negative","10062362",NA,NA,NA,NA
"AIDS encephalopathy","AIDS encephalopathy",TRUE,10049072,"http://purl.bioontology.org/ontology/MEDDRA/10049072","HIV-associated neurocognitive disorder","10078164",NA,NA,NA,NA
"Staphylococcal identification test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetanus antibody","Tetanus antibody",TRUE,10060293,"http://purl.bioontology.org/ontology/MEDDRA/10060293","Clostridium test","10070270",NA,NA,NA,NA
"Peroneal muscular atrophy","Peroneal muscular atrophy",TRUE,10034699,"http://purl.bioontology.org/ontology/MEDDRA/10034699","Hereditary motor and sensory neuropathy","10077306",NA,NA,NA,NA
"Acid fast stain negative","Acid fast stain negative",TRUE,10000462,"http://purl.bioontology.org/ontology/MEDDRA/10000462","Mycobacterium test negative","10070408",NA,NA,NA,NA
"Cryptococcus antigen","Cryptococcus antigen",TRUE,10068337,"http://purl.bioontology.org/ontology/MEDDRA/10068337","Cryptococcus test","10070456",NA,NA,NA,NA
"Hodgkin's disease nodular sclerosis stage unspecified","Hodgkin's disease nodular sclerosis stage unspecified",TRUE,10020254,"http://purl.bioontology.org/ontology/MEDDRA/10020254","Hodgkin's disease nodular sclerosis","10020244",NA,NA,NA,NA
"Masked facies","Masked facies",TRUE,10026863,"http://purl.bioontology.org/ontology/MEDDRA/10026863","Reduced facial expression","10078576",NA,NA,NA,NA
"Hypoxic encephalopathy","Hypoxic encephalopathy",TRUE,10021147,"http://purl.bioontology.org/ontology/MEDDRA/10021147","Hypoxic-ischaemic encephalopathy","10070511",NA,NA,NA,NA
"Swine influenza","Swine influenza",TRUE,10069500,"http://purl.bioontology.org/ontology/MEDDRA/10069500","H1N1 influenza","10069767",NA,NA,NA,NA
"Lower extremity mass","Lower extremity mass",TRUE,10048765,"http://purl.bioontology.org/ontology/MEDDRA/10048765","Limb mass","10078503",NA,NA,NA,NA
"Enterovirus serology test positive","Enterovirus serology test positive",TRUE,10058576,"http://purl.bioontology.org/ontology/MEDDRA/10058576","Enterovirus test positive","10070386",NA,NA,NA,NA
"Anti-HBc IgM antibody positive","Anti-HBc IgM antibody positive",TRUE,10053832,"http://purl.bioontology.org/ontology/MEDDRA/10053832","Hepatitis B core antibody positive","10071344",NA,NA,NA,NA
"Epidermal growth factor receptor decreased","Epidermal growth factor receptor decreased",TRUE,10065124,"http://purl.bioontology.org/ontology/MEDDRA/10065124","Human epidermal growth factor receptor decreased","10077482",NA,NA,NA,NA
"Skin chapped","Skin chapped",TRUE,10040813,"http://purl.bioontology.org/ontology/MEDDRA/10040813","Skin fissures","10040849",NA,NA,NA,NA
"Encephalitic infection","Encephalitic infection",TRUE,10058805,"http://purl.bioontology.org/ontology/MEDDRA/10058805","Encephalitis","10014581",NA,NA,NA,NA
"Cytomegalovirus antibody","Cytomegalovirus antibody",TRUE,10050524,"http://purl.bioontology.org/ontology/MEDDRA/10050524","Cytomegalovirus test","10061806",NA,NA,NA,NA
"Cytomegalovirus antigen","Cytomegalovirus antigen",TRUE,10050526,"http://purl.bioontology.org/ontology/MEDDRA/10050526","Cytomegalovirus test","10061806",NA,NA,NA,NA
"Systemic sclerosis","Systemic sclerosis",TRUE,10042953,"http://purl.bioontology.org/ontology/MEDDRA/10042953","Systemic scleroderma","10078638",NA,NA,NA,NA
"Antibiotic resistant Staphylococcus test negative","Antibiotic resistant Staphylococcus test negative",TRUE,10070276,"http://purl.bioontology.org/ontology/MEDDRA/10070276","Staphylococcus test negative","10070413",NA,NA,NA,NA
"Skin lesion excision","Skin lesion excision",TRUE,10062250,"http://purl.bioontology.org/ontology/MEDDRA/10062250","Skin lesion removal","10080131",NA,NA,NA,NA
"Ileitis","Ileitis",TRUE,10021312,"http://purl.bioontology.org/ontology/MEDDRA/10021312","Enteritis","10014866",NA,NA,NA,NA
"Transmission of an infectious agent via a medicinal product","Transmission of an infectious agent via a medicinal product",TRUE,10067591,"http://purl.bioontology.org/ontology/MEDDRA/10067591","Transmission of an infectious agent via product","10072753",NA,NA,NA,NA
"Drug exposure before pregnancy","Drug exposure before pregnancy",TRUE,10064998,"http://purl.bioontology.org/ontology/MEDDRA/10064998","Maternal exposure before pregnancy","10071406",NA,NA,NA,NA
"Aphagia","Aphagia",TRUE,10049866,"http://purl.bioontology.org/ontology/MEDDRA/10049866","Dysphagia","10013950",NA,NA,NA,NA
"Drug use for unknown indication","Drug use for unknown indication",TRUE,10057097,"http://purl.bioontology.org/ontology/MEDDRA/10057097","Product used for unknown indication","10070592",NA,NA,NA,NA
"Parotid gland inflammation","Parotid gland inflammation",TRUE,10067789,"http://purl.bioontology.org/ontology/MEDDRA/10067789","Noninfective sialoadenitis","10075243",NA,NA,NA,NA
"Myeloma recurrence","Myeloma recurrence",TRUE,10051381,"http://purl.bioontology.org/ontology/MEDDRA/10051381","Plasma cell myeloma recurrent","10073133",NA,NA,NA,NA
"Simplex virus test positive","Simplex virus test positive",TRUE,10070221,"http://purl.bioontology.org/ontology/MEDDRA/10070221","Herpes simplex test positive","10077969",NA,NA,NA,NA
"Antibiotic resistant Staphylococcus test positive","Antibiotic resistant Staphylococcus test positive",TRUE,10070053,"http://purl.bioontology.org/ontology/MEDDRA/10070053","Staphylococcus test positive","10070052",NA,NA,NA,NA
"Wart excision","Wart excision",TRUE,10047827,"http://purl.bioontology.org/ontology/MEDDRA/10047827","Papilloma excision","10033714",NA,NA,NA,NA
"Anti-HBs antibody positive","Anti-HBs antibody positive",TRUE,10052027,"http://purl.bioontology.org/ontology/MEDDRA/10052027","Hepatitis B surface antibody positive","10071346",NA,NA,NA,NA
"Cross sensitivity reaction","Cross sensitivity reaction",TRUE,10011411,"http://purl.bioontology.org/ontology/MEDDRA/10011411","Therapeutic product cross-reactivity","10079645",NA,NA,NA,NA
"Leukoaraiosis","Leukoaraiosis",TRUE,10051765,"http://purl.bioontology.org/ontology/MEDDRA/10051765","White matter lesion","10072731",NA,NA,NA,NA
"Electrocardiogram poor R-wave progression","Electrocardiogram poor R-wave progression",TRUE,10048741,"http://purl.bioontology.org/ontology/MEDDRA/10048741","QRS axis abnormal","10057624",NA,NA,NA,NA
"Urine human chorionic gonadotropin normal","Urine human chorionic gonadotropin normal",TRUE,10056479,"http://purl.bioontology.org/ontology/MEDDRA/10056479","Human chorionic gonadotropin normal","10071334",NA,NA,NA,NA
"Cervical myelopathy","Cervical myelopathy",TRUE,10008289,"http://purl.bioontology.org/ontology/MEDDRA/10008289","Myelopathy","10028570",NA,NA,NA,NA
"Orthopedic examination","Orthopedic examination",TRUE,10053978,"http://purl.bioontology.org/ontology/MEDDRA/10053978","Orthopaedic examination","10072624",NA,NA,NA,NA
"Non-smoker","Non-smoker",TRUE,10029560,"http://purl.bioontology.org/ontology/MEDDRA/10029560","Non-tobacco user","10072840",NA,NA,NA,NA
"Radiculitis lumbosacral","Radiculitis lumbosacral",TRUE,10050085,"http://purl.bioontology.org/ontology/MEDDRA/10050085","Lumbosacral radiculopathy","10076578",NA,NA,NA,NA
"Echography normal","Echography normal",TRUE,10014124,"http://purl.bioontology.org/ontology/MEDDRA/10014124","Ultrasound scan normal","10061607",NA,NA,NA,NA
"Vein pain","Vein pain",TRUE,10047187,"http://purl.bioontology.org/ontology/MEDDRA/10047187","Vascular pain","10047095",NA,NA,NA,NA
"Orbital pseudotumour","Orbital pseudotumour",TRUE,10069692,"http://purl.bioontology.org/ontology/MEDDRA/10069692","Idiopathic orbital inflammation","10075997",NA,NA,NA,NA
"Anti-SS-B antibody positive","Anti-SS-B antibody positive",TRUE,10060281,"http://purl.bioontology.org/ontology/MEDDRA/10060281","Antinuclear antibody positive","10060055",NA,NA,NA,NA
"Therapy regimen changed","Therapy regimen changed",TRUE,10057766,"http://purl.bioontology.org/ontology/MEDDRA/10057766","Therapy change","10074300",NA,NA,NA,NA
"Small cell lung cancer stage unspecified","Small cell lung cancer stage unspecified",TRUE,10041071,"http://purl.bioontology.org/ontology/MEDDRA/10041071","Small cell lung cancer","10041067",NA,NA,NA,NA
"Painful defaecation","Painful defaecation",TRUE,10055664,"http://purl.bioontology.org/ontology/MEDDRA/10055664","Dyschezia","10051244",NA,NA,NA,NA
"Antibiotic resistant Staphylococcus test","Antibiotic resistant Staphylococcus test",TRUE,10070275,"http://purl.bioontology.org/ontology/MEDDRA/10070275","Staphylococcus test","10070412",NA,NA,NA,NA
"Panic disorder with agoraphobia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Recurring skin boils","Recurring skin boils",TRUE,10038143,"http://purl.bioontology.org/ontology/MEDDRA/10038143","Furuncle","10017553",NA,NA,NA,NA
"Infected bites","Infected bites",TRUE,10021769,"http://purl.bioontology.org/ontology/MEDDRA/10021769","Infected bite","10076911",NA,NA,NA,NA
"Liver palpable subcostal","Liver palpable subcostal",TRUE,10024704,"http://purl.bioontology.org/ontology/MEDDRA/10024704","Liver palpable","10075895",NA,NA,NA,NA
"Drug name confusion","Drug name confusion",TRUE,10048687,"http://purl.bioontology.org/ontology/MEDDRA/10048687","Product name confusion","10069332",NA,NA,NA,NA
"Orthopedic examination normal","Orthopedic examination normal",TRUE,10056853,"http://purl.bioontology.org/ontology/MEDDRA/10056853","Orthopaedic examination normal","10072626",NA,NA,NA,NA
"Food hoarding","Food hoarding",TRUE,10016947,"http://purl.bioontology.org/ontology/MEDDRA/10016947","Compulsive hoarding","10068007",NA,NA,NA,NA
"Buttock crushing","Buttock crushing",TRUE,10006821,"http://purl.bioontology.org/ontology/MEDDRA/10006821","Buttock injury","10078480",NA,NA,NA,NA
"Mental retardation","Mental retardation",TRUE,10027378,"http://purl.bioontology.org/ontology/MEDDRA/10027378","Intellectual disability","10067989",NA,NA,NA,NA
"Herpes zoster multi-dermatomal","Herpes zoster multi-dermatomal",TRUE,10058428,"http://purl.bioontology.org/ontology/MEDDRA/10058428","Herpes zoster cutaneous disseminated","10074297",NA,NA,NA,NA
"Partial lung resection","Partial lung resection",TRUE,10071262,"http://purl.bioontology.org/ontology/MEDDRA/10071262","Pulmonary resection","10077488",NA,NA,NA,NA
"Sick sinus syndrome","Sick sinus syndrome",TRUE,10040639,"http://purl.bioontology.org/ontology/MEDDRA/10040639","Sinus node dysfunction","10075889",NA,NA,NA,NA
"Nuclear magnetic resonance imaging spinal cord normal","Nuclear magnetic resonance imaging spinal cord normal",TRUE,10072297,"http://purl.bioontology.org/ontology/MEDDRA/10072297","Nuclear magnetic resonance imaging spinal normal","10073475",NA,NA,NA,NA
"Gingival infection","Gingival infection",TRUE,10058802,"http://purl.bioontology.org/ontology/MEDDRA/10058802","Gingivitis","10018292",NA,NA,NA,NA
"Denervation atrophy","Denervation atrophy",TRUE,10049643,"http://purl.bioontology.org/ontology/MEDDRA/10049643","Neuropathic muscular atrophy","10075469",NA,NA,NA,NA
"Documented hypersensitivity to administered drug","Documented hypersensitivity to administered drug",TRUE,10064372,"http://purl.bioontology.org/ontology/MEDDRA/10064372","Documented hypersensitivity to administered product","10076470",NA,NA,NA,NA
"Ovarian torsion","Ovarian torsion",TRUE,10033280,"http://purl.bioontology.org/ontology/MEDDRA/10033280","Adnexal torsion","10072943",NA,NA,NA,NA
"Infectious peritonitis","Infectious peritonitis",TRUE,10071647,"http://purl.bioontology.org/ontology/MEDDRA/10071647","Peritonitis","10034674",NA,NA,NA,NA
"Keratitis herpetic","Keratitis herpetic",TRUE,10023334,"http://purl.bioontology.org/ontology/MEDDRA/10023334","Ophthalmic herpes simplex","10073938",NA,NA,NA,NA
"Myringitis bullous","Myringitis bullous",TRUE,10028659,"http://purl.bioontology.org/ontology/MEDDRA/10028659","Myringitis","10061302",NA,NA,NA,NA
"Gingival inflammation","Gingival inflammation",TRUE,10072575,"http://purl.bioontology.org/ontology/MEDDRA/10072575","Noninfective gingivitis","10074863",NA,NA,NA,NA
"Psychosomatic disease","Psychosomatic disease",TRUE,10049587,"http://purl.bioontology.org/ontology/MEDDRA/10049587","Somatic symptom disorder","10078076",NA,NA,NA,NA
"Melanodermia","Melanodermia",TRUE,10027147,"http://purl.bioontology.org/ontology/MEDDRA/10027147","Melanoderma","10027146",NA,NA,NA,NA
"Herpes simplex ophthalmic","Herpes simplex ophthalmic",TRUE,10019958,"http://purl.bioontology.org/ontology/MEDDRA/10019958","Ophthalmic herpes simplex","10073938",NA,NA,NA,NA
"Malignant tumour excision","Malignant tumour excision",TRUE,10062052,"http://purl.bioontology.org/ontology/MEDDRA/10062052","Cancer surgery","10074431",NA,NA,NA,NA
"Product reconstitution issue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morton's neuroma","Morton's neuroma",TRUE,10049691,"http://purl.bioontology.org/ontology/MEDDRA/10049691","Morton's neuralgia","10052288",NA,NA,NA,NA
"Increased viscosity of nasal secretion","Increased viscosity of nasal secretion",TRUE,10071730,"http://purl.bioontology.org/ontology/MEDDRA/10071730","Increased viscosity of upper respiratory secretion","10076745",NA,NA,NA,NA
"Immunoglobulin G4 related sclerosing disease","Immunoglobulin G4 related sclerosing disease",TRUE,10071569,"http://purl.bioontology.org/ontology/MEDDRA/10071569","Immunoglobulin G4 related disease","10077271",NA,NA,NA,NA
"Apnoea neonatal","Apnoea neonatal",TRUE,10002976,"http://purl.bioontology.org/ontology/MEDDRA/10002976","Infantile apnoea","10077321",NA,NA,NA,NA
"Injection site joint redness","Injection site joint redness",TRUE,10049263,"http://purl.bioontology.org/ontology/MEDDRA/10049263","Injection site joint erythema","10076327",NA,NA,NA,NA
"Foetal heart rate deceleration","Foetal heart rate deceleration",TRUE,10058322,"http://purl.bioontology.org/ontology/MEDDRA/10058322","Foetal heart rate deceleration abnormality","10074636",NA,NA,NA,NA
"Periorbital contusion","Periorbital contusion",TRUE,10062515,"http://purl.bioontology.org/ontology/MEDDRA/10062515","Eye contusion","10073354",NA,NA,NA,NA
"Somatisation disorder","Somatisation disorder",TRUE,10041318,"http://purl.bioontology.org/ontology/MEDDRA/10041318","Somatic symptom disorder","10078076",NA,NA,NA,NA
"Radiculitis cervical","Radiculitis cervical",TRUE,10050092,"http://purl.bioontology.org/ontology/MEDDRA/10050092","Cervical radiculopathy","10050217",NA,NA,NA,NA
"Drug label confusion","Drug label confusion",TRUE,10048686,"http://purl.bioontology.org/ontology/MEDDRA/10048686","Product label confusion","10069273",NA,NA,NA,NA
"Complicated migraine","Complicated migraine",TRUE,10056236,"http://purl.bioontology.org/ontology/MEDDRA/10056236","Migraine","10027599",NA,NA,NA,NA
"Nail bed infection fungal","Nail bed infection fungal",TRUE,10067867,"http://purl.bioontology.org/ontology/MEDDRA/10067867","Onychomycosis","10030338",NA,NA,NA,NA
"Eye penetration","Eye penetration",TRUE,10015960,"http://purl.bioontology.org/ontology/MEDDRA/10015960","Open globe injury","10076717",NA,NA,NA,NA
"Bunion","Bunion",TRUE,10006585,"http://purl.bioontology.org/ontology/MEDDRA/10006585","Foot deformity","10061159",NA,NA,NA,NA
"Rhinitis seasonal","Rhinitis seasonal",TRUE,10039095,"http://purl.bioontology.org/ontology/MEDDRA/10039095","Seasonal allergy","10048908",NA,NA,NA,NA
"Thoracostomy","Thoracostomy",TRUE,10067363,"http://purl.bioontology.org/ontology/MEDDRA/10067363","Chest tube insertion","10050522",NA,NA,NA,NA
"Administration site swelling","Administration site swelling",TRUE,10075107,"http://purl.bioontology.org/ontology/MEDDRA/10075107",NA,NA,NA,NA,"Administration site reactions NEC","10057196"
"Administration site warmth","Administration site warmth",TRUE,10075971,"http://purl.bioontology.org/ontology/MEDDRA/10075971",NA,NA,NA,NA,"Administration site reactions NEC","10057196"
"Fine motor skill dysfunction","Fine motor skill dysfunction",TRUE,10076288,"http://purl.bioontology.org/ontology/MEDDRA/10076288",NA,NA,"Reduced dexterity","10067727","Dyskinesias and movement disorders NEC","10013929"
"Breast milk substitute intolerance","Breast milk substitute intolerance",TRUE,10072187,"http://purl.bioontology.org/ontology/MEDDRA/10072187",NA,NA,"Infant formula intolerance","10072193","Neonatal gastrointestinal disorders, Food malabsorption and intolerance syndromes (excl sugar intolerance)","10028940, 10016951"
"Tonsillar haemorrhage","Tonsillar haemorrhage",TRUE,10057450,"http://purl.bioontology.org/ontology/MEDDRA/10057450",NA,NA,"Tonsillar bleeding, Tonsillar hemorrhage","10071901, 10057541","Pharyngeal disorders (excl infections and neoplasms), Haemorrhages NEC","10034823, 10018987"
"Ear canal erythema","Ear canal erythema",TRUE,10052135,"http://purl.bioontology.org/ontology/MEDDRA/10052135",NA,NA,"Erythema ear canal","10052439","Ear disorders NEC, Erythemas","10027666, 10015151"
"Neovascular age-related macular degeneration","Neovascular age-related macular degeneration",TRUE,10071129,"http://purl.bioontology.org/ontology/MEDDRA/10071129",NA,NA,"Wet age-related macular degeneration, Wet macular degeneration, Exudative age-related macular degeneration, Exudative senile macular degeneration of retina","10075568, 10067791, 10075718, 10015902","Retinal structural change, deposit and degeneration","10038896"
"Malignant melanoma in situ","Malignant melanoma in situ",TRUE,10025652,"http://purl.bioontology.org/ontology/MEDDRA/10025652",NA,NA,"Melanoma in situ, Superficial spreading melanoma in situ, Acral lentiginous melanoma in situ","10027148, 10042548, 10000584","Skin melanomas (excl ocular)","10027156"
"Low cardiac output syndrome","Low cardiac output syndrome",TRUE,10024899,"http://purl.bioontology.org/ontology/MEDDRA/10024899",NA,NA,NA,NA,"Heart failures NEC","10019281"
"Central nervous system function test","Central nervous system function test",TRUE,10071317,"http://purl.bioontology.org/ontology/MEDDRA/10071317",NA,NA,NA,NA,"Neurologic diagnostic procedures","10029285"
"Herpes zoster meningitis","Herpes zoster meningitis",TRUE,10074259,"http://purl.bioontology.org/ontology/MEDDRA/10074259",NA,NA,"Herpes zoster with meningitis, Meningitis due to herpes zoster virus","10019986, 10027218","Meningeal viral infections, Herpes viral infections","10027261, 10019972"
"Social fear","Social fear",TRUE,10041247,"http://purl.bioontology.org/ontology/MEDDRA/10041247",NA,NA,NA,NA,"Fear symptoms and phobic disorders (incl social phobia)","10068299"
"Polymerase chain reaction positive","Polymerase chain reaction positive",TRUE,10075628,"http://purl.bioontology.org/ontology/MEDDRA/10075628",NA,NA,"PCR positive","10075630","Investigations NEC","10022892"
"Pulmonary pain","Pulmonary pain",TRUE,10074693,"http://purl.bioontology.org/ontology/MEDDRA/10074693",NA,NA,NA,NA,"Lower respiratory tract signs and symptoms","10024976"
"Chest scan","Chest scan",TRUE,10076373,"http://purl.bioontology.org/ontology/MEDDRA/10076373",NA,NA,"Thorax scan","10076377","Respiratory tract and thoracic imaging procedures","10006476"
"Hernia pain","Hernia pain",TRUE,10049077,"http://purl.bioontology.org/ontology/MEDDRA/10049077",NA,NA,NA,NA,"Pain and discomfort NEC","10033372"
"Viral parotitis","Viral parotitis",TRUE,10072589,"http://purl.bioontology.org/ontology/MEDDRA/10072589",NA,NA,NA,NA,"Salivary gland infections and inflammations, Viral infections NEC","10039415, 10047465"
"Compulsive handwashing","Compulsive handwashing",TRUE,10071263,"http://purl.bioontology.org/ontology/MEDDRA/10071263",NA,NA,"Ablutomania","10071271","Obsessive-compulsive disorders and symptoms","10068758"
"Reaction to drug excipients","Reaction to drug excipients",TRUE,10064787,"http://purl.bioontology.org/ontology/MEDDRA/10064787","Reaction to excipient","10079925",NA,NA,NA,NA
"Arthritis viral","Arthritis viral",TRUE,10003274,"http://purl.bioontology.org/ontology/MEDDRA/10003274",NA,NA,"Viral arthritis, Arthritis following viral infection, Arthritis viral NOS","10047436, 10003254, 10003275","Infectious arthritis, Viral infections NEC","10021904, 10047465"
"Frustration tolerance decreased","Frustration tolerance decreased",TRUE,10077753,"http://purl.bioontology.org/ontology/MEDDRA/10077753",NA,NA,"Frustration","10064862","Emotional and mood disturbances NEC","10014556"
"Pseudopapilloedema","Pseudopapilloedema",TRUE,10037141,"http://purl.bioontology.org/ontology/MEDDRA/10037141",NA,NA,"Pseudopapilledema","10037140","Optic disc abnormalities NEC, Ocular signs and symptoms NEC","10030913, 10030952"
"Deep brain stimulation","Deep brain stimulation",TRUE,10056336,"http://purl.bioontology.org/ontology/MEDDRA/10056336",NA,NA,NA,NA,"Skull and brain therapeutic procedures","10040957"
"Lipaemic index score","Lipaemic index score",TRUE,10075563,"http://purl.bioontology.org/ontology/MEDDRA/10075563",NA,NA,"Lipemic index score","10075564","Lipoprotein and lipid tests NEC","10024624"
"CSF red blood cell count","CSF red blood cell count",TRUE,10075561,"http://purl.bioontology.org/ontology/MEDDRA/10075561",NA,NA,NA,NA,"Cerebrospinal fluid tests (excl microbiology)","10008183"
"Vibrio test positive","Vibrio test positive",TRUE,10070161,"http://purl.bioontology.org/ontology/MEDDRA/10070161",NA,NA,"Vibrio parahaemolyticus test positive, Vibrio fluvialis test positive, Vibrio vulnificus test positive, Vibrio cholerae test positive","10070173, 10070175, 10070174, 10070172","Bacteria identification and serology (excl mycobacteria)","10004000"
