"AE_NAME","ID","MEDDRA_AE_NAME","MEDDRA_ID"
"Drug effect decreased","10003800","Drug effect decreased","10003800"
"Nystagmus","10014014","Nystagmus","10014014"
"Angiopathy","10033072","Angiopathy","10033072"
"Bleeding time prolonged","10050337","Bleeding time prolonged","10050337"
"Venous thrombosis","10056319","Venous thrombosis","10056319"
"Haemorrhage urinary tract","10061456","Haemorrhage urinary tract","10061456"
"Diarrhoea haemorrhagic","10063491","Diarrhoea haemorrhagic","10063491"
"Gingival bleeding","10065179","Gingival bleeding","10065179"
"Vaginal candidiasis","10046898","Vulvovaginal candidiasis","10047784"
"Gamma-glutamyltransferase increased","10065837","Gamma-glutamyltransferase increased","10065837"
"Cystitis","10010280","Cystitis","10010280"
"Uveitis","10011878","Uveitis","10011878"
"Cholinergic syndrome","10011891","Cholinergic syndrome","10011891"
"Pre-eclampsia","10011894","Pre-eclampsia","10011894"
"Lymphocyte morphology abnormal","10011900","Lymphocyte morphology abnormal","10011900"
"Tachypnoea","10020559","Tachypnoea","10020559"
"Leukocytoclastic vasculitis","10024377","Hypersensitivity vasculitis","10020764"
"Osteoporosis","10048827","Osteoporosis","10048827"
"Immunoglobulins decreased","10048865","Immunoglobulins decreased","10048865"
"Croup infectious","10052556","Croup infectious","10052556"
"Blood lactate dehydrogenase increased","10061373","Blood lactate dehydrogenase increased","10061373"
"Mouth haemorrhage","10067587","Mouth haemorrhage","10067587"
"Granulocytopenia","10000523","Granulocytopenia","10000523"
"Pyelonephritis","10023563","Pyelonephritis","10023563"
"Lactose intolerance","10023567","Lactose intolerance","10023567"
"Gastrointestinal tract mucosal discolouration","10027183","Gastrointestinal tract mucosal discolouration","10027183"
"Poliomyelitis","10027990","Poliomyelitis","10027990"
"Blood bilirubin increased","10043882","Blood bilirubin increased","10043882"
"Ciliary muscle spasm","10047340","Ciliary muscle spasm","10047340"
"Dermatitis atopic","10047348","Dermatitis atopic","10047348"
"Meningism","10047386","Meningism","10047386"
"Application site oedema","10047393","Application site oedema","10047393"
"Haemorrhage","10047409","Haemorrhage","10047409"
"Injection site cyst","10047466","Injection site cyst","10047466"
"Tetany","10049934","Tetany","10049934"
"Carbon dioxide decreased","10056667","Carbon dioxide decreased","10056667"
"Dermal cyst","10061524","Dermal cyst","10061524"
"Coagulopathy","10062177","Coagulopathy","10062177"
"Malabsorption","10063162","Malabsorption","10063162"
"Incoherent","10063559","Incoherent","10063559"
"Hydrocephalus","10066966","Hydrocephalus","10066966"
"Blood calcium increased","10068101","Blood calcium increased","10068101"
"Drug toxicity","10013746","Toxicity to various agents","10070863"
"Blood amylase increased","10005328","Amylase increased","10002016"
"Psoriasis","10026900","Psoriasis","10026900"
"Hand-foot-and-mouth disease","10033078","Hand-foot-and-mouth disease","10033078"
"Interstitial lung disease","10033079","Interstitial lung disease","10033079"
"Anger","10033081","Anger","10033081"
"Menopause","10033103","Menopause","10033103"
"Hepatic steatosis","10045210","Hepatic steatosis","10045210"
"Disseminated intravascular coagulation","10052154","Disseminated intravascular coagulation","10052154"
"Blood potassium increased","10061276","Blood potassium increased","10061276"
"Platelet count increased","10061277","Platelet count increased","10061277"
"Eye inflammation","10061290","Eye inflammation","10061290"
"Fluid retention","10061302","Fluid retention","10061302"
"Liver tenderness","10061462","Liver tenderness","10061462"
"Skin reaction","10062218","Skin reaction","10062218"
"Skin depigmentation","10062545","Skin depigmentation","10062545"
"Myocardial infarction","10063013","Myocardial infarction","10063013"
"Status epilepticus","10063604","Status epilepticus","10063604"
"Cyanosis neonatal","10065176","Cyanosis neonatal","10065176"
"Neonatal apnoeic attack","10028922","Infantile apnoea","10077321"
"Aphonia","10069008","Aphonia","10069008"
"Pigmentation disorder","10008642","Pigmentation disorder","10008642"
"Shoulder pain","10040617","Musculoskeletal pain","10028391"
"Pupils unequal","10014009","Pupils unequal","10014009"
"Gianotti-Crosti syndrome","10014011","Gianotti-Crosti syndrome","10014011"
"Hormone level abnormal","10014020","Hormone level abnormal","10014020"
"Multiple congenital abnormalities","10014025","Multiple congenital abnormalities","10014025"
"Impetigo","10033101","Impetigo","10033101"
"Nonspecific reaction","10033109","Nonspecific reaction","10033109"
"Skin hyperpigmentation","10052136","Skin hyperpigmentation","10052136"
"Skin papilloma","10052137","Skin papilloma","10052137"
"Keratitis","10052138","Keratitis","10052138"
"Leukaemia","10054956","Leukaemia","10054956"
"Cerebellar ataxia","10057446","Cerebellar ataxia","10057446"
"Infantile spasms","10061830","Infantile spasms","10061830"
"Blood thyroid stimulating hormone increased","10068630","Blood thyroid stimulating hormone increased","10068630"
"Sinus tachycardia","10001130","Sinus tachycardia","10001130"
"Dermatitis acneiform","10001323","Dermatitis acneiform","10001323"
"Osteonecrosis","10001337","Osteonecrosis","10001337"
"Ileus paralytic","10001347","Ileus paralytic","10001347"
"Blood uric acid increased","10001361","Blood uric acid increased","10001361"
"Oligomenorrhoea","10001367","Oligomenorrhoea","10001367"
"Monarthritis","10027811","Arthritis","10003246"
"Vitamin D deficiency","10001382","Vitamin D deficiency","10001382"
"Erectile dysfunction","10001389","Erectile dysfunction","10001389"
"Hernia","10011652","Hernia","10011652"
"Head discomfort","10011655","Head discomfort","10011655"
"Diabetes insipidus","10020944","Diabetes insipidus","10020944"
"Pituitary tumour benign","10029260","Pituitary tumour benign","10029260"
"Placental disorder","10034800","Placental disorder","10034800"
"Blood pressure decreased","10061588","Blood pressure decreased","10061588"
"Oliguria","10012643","Oliguria","10012643"
"Neonatal respiratory distress syndrome","10012650","Neonatal respiratory distress syndrome","10012650"
"Intraocular pressure increased","10012660","Intraocular pressure increased","10012660"
"Haemangioma","10012661","Haemangioma","10012661"
"Enzyme abnormality","10012671","Enzyme abnormality","10012671"
"Thyroiditis","10012680","Thyroiditis","10012680"
"Renal failure acute","10038436","Acute kidney injury","10069339"
"Low density lipoprotein increased","10027525","Low density lipoprotein increased","10027525"
"Atrioventricular block","10051447","Atrioventricular block","10051447"
"Peripheral vascular disorder","10060734","Peripheral vascular disorder","10060734"
"Lymphangitis","10061104","Lymphangitis","10061104"
"Cardiomyopathy","10061815","Cardiomyopathy","10061815"
"Dysgraphia","10061835","Dysgraphia","10061835"
"Cardiomegaly","10073928","Cardiomegaly","10073928"
"Intra-uterine death","10022747","Intra-uterine death","10022747"
"Cardio-respiratory arrest","10002659","Cardio-respiratory arrest","10002659"
"Orchitis","10012205","Orchitis","10012205"
"Phlebitis","10013908","Phlebitis","10013908"
"Drug effect increased","10014838","Drug effect increased","10014838"
"Erythema nodosum","10018800","Erythema nodosum","10018800"
"Ophthalmoplegia","10020112","Ophthalmoplegia","10020112"
"Arthritis bacterial","10021011","Arthritis bacterial","10021011"
"Activated partial thromboplastin time prolonged","10021033","Activated partial thromboplastin time prolonged","10021033"
"Cerebral haemorrhage","10027336","Cerebral haemorrhage","10027336"
"Prothrombin time prolonged","10027339","Prothrombin time prolonged","10027339"
"Atrioventricular block second degree","10030247","Atrioventricular block second degree","10030247"
"Pernicious anaemia","10030295","Pernicious anaemia","10030295"
"Amenorrhoea","10033122","Amenorrhoea","10033122"
"Meningitis aseptic","10033165","Meningitis aseptic","10033165"
"Exfoliative rash","10036049","Exfoliative rash","10036049"
"Kidney infection","10036601","Kidney infection","10036601"
"Congenital arterial malformation","10043298","Congenital arterial malformation","10043298"
"Hyperpyrexia","10058084","Hyperpyrexia","10058084"
"Hostility","10058359","Hostility","10058359"
"Fontanelle bulging","10065597","Fontanelle bulging","10065597"
"Congenital anomaly","10067490","Congenital anomaly","10067490"
"Abnormal sleep-related event","10068168","Abnormal sleep-related event","10068168"
"Ileus","10012601","Ileus","10012601"
"Hyperaemia","10012607","Hyperaemia","10012607"
"Yellow skin","10012631","Yellow skin","10012631"
"Enterocolitis","10018209","Enterocolitis","10018209"
"Oesophageal disorder","10018429","Oesophageal disorder","10018429"
"Asocial behaviour","10020635","Asocial behaviour","10020635"
"Plasmacytosis","10020993","Plasmacytosis","10020993"
"Bradyphrenia","10020994","Bradyphrenia","10020994"
"Anuria","10021000","Anuria","10021000"
"Computerised tomogram normal","10021664","Computerised tomogram normal","10021664"
"Chest X-ray abnormal","10022489","Chest X-ray abnormal","10022489"
"Gallbladder disorder","10022491","Gallbladder disorder","10022491"
"Alkalosis","10040576","Alkalosis","10040576"
"Hypernatraemia","10053247","Hypernatraemia","10053247"
"Otitis externa","10056997","Otitis externa","10056997"
"Blepharospasm","10061211","Blepharospasm","10061211"
"Hypogonadism male","10066389","Hypogonadism male","10066389"
"Meniere's disease","10067584","Meniere's disease","10067584"
"Skin odour abnormal","10067585","Skin odour abnormal","10067585"
"Injection site desquamation","10059007","Injection site exfoliation","10068689"
"Fungal infection","10002776","Fungal infection","10002776"
"Adrenal disorder","10012599","Adrenal disorder","10012599"
"Paralysis flaccid","10033809","Paralysis","10033799"
"Enuresis","10017600","Enuresis","10017600"
"Epilepsy","10018265","Epilepsy","10018265"
"Flank pain","10020737","Flank pain","10020737"
"Mononucleosis syndrome","10021067","Mononucleosis syndrome","10021067"
"Granulocytosis","10021111","Granulocytosis","10021111"
"Transient ischaemic attack","10035104","Transient ischaemic attack","10035104"
"Pancreatic insufficiency","10033628","Pancreatic failure","10079281"
"Akinesia","10047837","Akinesia","10047837"
"Pulmonary embolism","10048675","Pulmonary embolism","10048675"
"Sinus arrest","10051687","Sinus arrest","10051687"
"Skin atrophy","10053198","Skin atrophy","10053198"
"Tracheal oedema","10056438","Tracheal oedema","10056438"
"Oculogyration","10061552","Oculogyric crisis","10030071"
"Superinfection","10061538","Superinfection","10061538"
"Cholelithiasis","10062767","Cholelithiasis","10062767"
"Suffocation feeling","10063685","Suffocation feeling","10063685"
"Lobar pneumonia","10024738","Pneumonia","10035664"
"Maculopathy","10052399","Maculopathy","10052399"
"Poisoning","10068909","Poisoning","10068909"
"Hypercholesterolaemia","10006956","Hypercholesterolaemia","10006956"
"Nail discolouration","10020583","Nail discolouration","10020583"
"Lipase increased","10021041","Lipase increased","10021041"
"Blood sodium decreased","10033942","Blood sodium decreased","10033942"
"Hyperprolactinaemia","10043380","Hyperprolactinaemia","10043380"
"Tongue paralysis","10051653","Tongue paralysis","10051653"
"Trigeminal neuralgia","10004161","Trigeminal neuralgia","10004161"
"Vein disorder","10015549","Vein disorder","10015549"
"Laryngeal oedema","10015683","Laryngeal oedema","10015683"
"Rales","10018498","Rales","10018498"
"Chorea","10020850","Chorea","10020850"
"Pleuritic pain","10021114","Pleuritic pain","10021114"
"Mitral valve incompetence","10024443","Mitral valve incompetence","10024443"
"Hyperexplexia","10028665","Hyperexplexia","10028665"
"Dermatomyositis","10033701","Dermatomyositis","10033701"
"Drug level decreased","10036697","Drug level decreased","10036697"
"Restless legs syndrome","10043706","Restless legs syndrome","10043706"
"Overdose","10043709","Overdose","10043709"
"Myocardial ischaemia","10043744","Myocardial ischaemia","10043744"
"Rhabdomyolysis","10043757","Rhabdomyolysis","10043757"
"Injection site phlebitis","10043778","Injection site phlebitis","10043778"
"Tardive dyskinesia","10043780","Tardive dyskinesia","10043780"
"Eye haemorrhage","10043781","Eye haemorrhage","10043781"
"Pericardial effusion","10043784","Pericardial effusion","10043784"
"Oesophageal spasm","10043786","Oesophageal spasm","10043786"
"Nerve compression","10049046","Nerve compression","10049046"
"Hypercapnia","10058900","Hypercapnia","10058900"
"Conduction disorder","10066474","Conduction disorder","10066474"
"Glucose urine present","10067873","Glucose urine present","10067873"
"Ketoacidosis","10069432","Ketoacidosis","10069432"
"Depression suicidal","10070567","Depression suicidal","10070567"
"Urine abnormality","10014695","Urine abnormality","10014695"
"Hypovolaemia","10014717","Hypovolaemia","10014717"
"IIIrd nerve paresis","10064115","IIIrd nerve paresis","10064115"
"Flat affect","10007739","Flat affect","10007739"
"Murder","10028280","Homicide","10020364"
"Coombs positive haemolytic anaemia","10007759","Coombs positive haemolytic anaemia","10007759"
"Circulatory collapse","10007764","Circulatory collapse","10007764"
"Tension headache","10010708","Tension headache","10010708"
"Nerve root lesion","10029188","Radiculopathy","10037779"
"Irritable bowel syndrome","10010733","Irritable bowel syndrome","10010733"
"Coagulation factor decreased","10011000","Coagulation factor decreased","10011000"
"Sopor","10011013","Sopor","10011013"
"Increased appetite","10011026","Increased appetite","10011026"
"Prostration","10036985","Fatigue","10016256"
"Paresis","10011040","Paresis","10011040"
"Cardiac valve disease","10011044","Cardiac valve disease","10011044"
"Aura","10015997","Aura","10015997"
"Hypocalcaemia","10022945","Hypocalcaemia","10022945"
"Prostate cancer","10023353","Prostate cancer","10023353"
"Burning sensation mucosal","10023365","Burning sensation mucosal","10023365"
"Bronchitis chronic","10023683","Bronchitis chronic","10023683"
"Cartilage development disorder","10024214","Cartilage development disorder","10024214"
"Child maltreatment syndrome","10024216","Child maltreatment syndrome","10024216"
"Mastitis","10042736","Mastitis","10042736"
"Arterial thrombosis limb","10003180","Peripheral artery thrombosis","10072564"
"Thyroid disorder","10048221","Thyroid disorder","10048221"
"Impaired gastric emptying","10048462","Impaired gastric emptying","10048462"
"Blepharitis","10051235","Blepharitis","10051235"
"HIV infection","10053990","HIV infection","10053990"
"Trismus","10054045","Trismus","10054045"
"Calcinosis","10060762","Calcinosis","10060762"
"Anosmia","10061254","Anosmia","10061254"
"Cardiac flutter","10061446","Cardiac flutter","10061446"
"Drug level increased","10063694","Drug level increased","10063694"
"Tooth disorder","10064489","Tooth disorder","10064489"
"Necrosis","10064580","Necrosis","10064580"
"Corneal disorder","10069732","Corneal disorder","10069732"
"Red blood cell sedimentation rate normal","10072289","Red blood cell sedimentation rate normal","10072289"
"Rheumatoid factor negative","10011017","Rheumatoid factor negative","10011017"
"Borrelia burgdorferi serology negative","10059733","Borrelia test negative","10070280"
"Immunology test","10015916","Immunology test","10015916"
"Syphilis test negative","10051322","Treponema test negative","10070403"
"Burning sensation","10015967","Burning sensation","10015967"
"Impaired work ability","10023642","Impaired work ability","10023642"
"Aneurysm","10023643","Aneurysm","10023643"
"Kawasaki's disease","10023644","Kawasaki's disease","10023644"
"Hypotonic urinary bladder","10034545","Hypotonic urinary bladder","10034545"
"Obstructive airways disorder","10038853","Obstructive airways disorder","10038853"
"Myelopathy","10040767","Myelopathy","10040767"
"Cerebrovascular disorder","10047651","Cerebrovascular disorder","10047651"
"Intestinal ulcer","10051627","Intestinal ulcer","10051627"
"Therapeutic reaction time decreased","10052117","Therapeutic reaction time decreased","10052117"
"Infection transmission via personal contact","10052139","Infection transmission via personal contact","10052139"
"Pulmonary function test decreased","10052143","Pulmonary function test decreased","10052143"
"Rhinitis allergic","10054717","Rhinitis allergic","10054717"
"Gingival pain","10059208","Gingival pain","10059208"
"Lung infiltration","10061130","Lung infiltration","10061130"
"Gout","10061312","Gout","10061312"
"Abscess bacterial","10061453","Abscess bacterial","10061453"
"Pulse absent","10061525","Pulse absent","10061525"
"Pneumothorax","10061763","Pneumothorax","10061763"
"Scrotal pain","10064729","Scrotal pain","10064729"
"C-reactive protein increased","10069837","C-reactive protein increased","10069837"
"Urine analysis normal","10072465","Urine analysis normal","10072465"
"Culture urine","10073423","Culture urine","10073423"
"White blood cell count","10002500","White blood cell count","10002500"
"Granulocyte percentage","10018304","Granulocyte percentage","10018304"
"Atherosclerosis","10003601","Arteriosclerosis","10003210"
"Anoxia","10030348","Anoxia","10030348"
"Retinal detachment","10001257","Retinal detachment","10001257"
"Dizziness postural","10004213","Dizziness postural","10004213"
"Erythema induratum","10005148","Erythema induratum","10005148"
"Polyp","10007918","Polyp","10007918"
"Brain stem syndrome","10008769","Brain stem syndrome","10008769"
"Pleocytosis","10008792","Pleocytosis","10008792"
"Erysipelas","10010725","Erysipelas","10010725"
"Anal discomfort","10052811","Anorectal discomfort","10068286"
"Anorectal disorder","10010736","Anorectal disorder","10010736"
"Judgement impaired","10010741","Judgement impaired","10010741"
"Musculoskeletal pain","10010744","Musculoskeletal pain","10010744"
"No reaction on previous exposure to drug","10010755","No reaction on previous exposure to drug","10010755"
"Glomerulonephritis","10011033","Glomerulonephritis","10011033"
"Temporal arteritis","10014801","Temporal arteritis","10014801"
"Skin test positive","10015084","Skin test positive","10015084"
"Congenital foot malformation","10015237","Congenital foot malformation","10015237"
"Conjunctival hyperaemia","10015907","Conjunctival hyperaemia","10015907"
"Haemophilia","10015915","Haemophilia","10015915"
"Bronchitis acute","10006452","Bronchitis","10006451"
"Miller Fisher syndrome","10015939","Miller Fisher syndrome","10015939"
"Systemic lupus erythematosus rash","10015940","Systemic lupus erythematosus rash","10015940"
"Hepatitis B surface antigen positive","10015943","Hepatitis B surface antigen positive","10015943"
"Spine malformation","10015946","Spine malformation","10015946"
"Hepatic enzyme increased","10015988","Hepatic enzyme increased","10015988"
"Cutaneous lupus erythematosus","10015993","Cutaneous lupus erythematosus","10015993"
"Sunburn","10020377","Sunburn","10020377"
"Tenosynovitis","10021086","Tenosynovitis","10021086"
"Blood gases abnormal","10021629","Blood gases abnormal","10021629"
"Hypomagnesaemia","10022941","Hypomagnesaemia","10022941"
"Respiratory syncytial virus infection","10022955","Respiratory syncytial virus infection","10022955"
"Ammonia increased","10023332","Ammonia increased","10023332"
"Deep vein thrombosis","10023335","Deep vein thrombosis","10023335"
"Dental caries","10025415","Dental caries","10025415"
"Congenital megacolon","10030041","Congenital megacolon","10030041"
"Completed suicide","10030865","Completed suicide","10030865"
"Optic atrophy","10030942","Optic atrophy","10030942"
"Histrionic personality disorder","10033683","Histrionic personality disorder","10033683"
"Catatonia","10038886","Catatonia","10038886"
"Aspiration","10038905","Aspiration","10038905"
"Synostosis","10038910","Synostosis","10038910"
"Bone development abnormal","10038915","Bone development abnormal","10038915"
"Drug administration error","10039705","Drug administration error","10039705"
"Hyperacusis","10046851","Hyperacusis","10046851"
"Toxic epidermal necrolysis","10047663","Toxic epidermal necrolysis","10047663"
"Blood glucose decreased","10047680","Blood glucose decreased","10047680"
"Cerebral atrophy","10048908","Cerebral atrophy","10048908"
"Supraventricular tachycardia","10049458","Supraventricular tachycardia","10049458"
"Multi-organ failure","10028154","Multiple organ dysfunction syndrome","10077361"
"Rickets","10051625","Rickets","10051625"
"Accidental overdose","10052129","Accidental overdose","10052129"
"Type IV hypersensitivity reaction","10052132","Type IV hypersensitivity reaction","10052132"
"Blood iron decreased","10052140","Blood iron decreased","10052140"
"Haemoglobinaemia","10054765","Haemoglobinaemia","10054765"
"Nightmare","10057182","Nightmare","10057182"
"Hypospadias","10057385","Hypospadias","10057385"
"Subarachnoid haemorrhage","10057431","Subarachnoid haemorrhage","10057431"
"Monocytosis","10059096","Monocytosis","10059096"
"Hepatitis viral","10061784","Hepatitis viral","10061784"
"Cholestasis","10062004","Cholestasis","10062004"
"Cough decreased","10062621","Cough decreased","10062621"
"Acetonaemia","10063669","Acetonaemia","10063669"
"Cerebral ischaemia","10064996","Cerebral ischaemia","10064996"
"Sweat gland disorder","10064997","Sweat gland disorder","10064997"
"Emotional distress","10066926","Emotional distress","10066926"
"Tongue ulceration","10067317","Tongue ulceration","10067317"
"Unintended pregnancy","10069034","Unintended pregnancy","10069034"
"Akathisia","10071005","Akathisia","10071005"
"Eclampsia","10073938","Eclampsia","10073938"
"Arteritis coronary","10074620","Arteritis coronary","10074620"
"Hypolipidaemia","10008422","Hypolipidaemia","10008422"
"Laboratory test normal","10010984","Laboratory test normal","10010984"
"Nephrolithiasis","10015911","Nephrolithiasis","10015911"
"Injection site anaesthesia","10017012","Injection site anaesthesia","10017012"
"Hiccups","10021281","Hiccups","10021281"
"Enanthema","10022120","Enanthema","10022120"
"Injury corneal","10030938","Injury corneal","10030938"
"Phobia","10042530","Phobia","10042530"
"Proctalgia","10055116","Proctalgia","10055116"
"Arachnoiditis","10057430","Arachnoiditis","10057430"
"Pulmonary hypertension","10061128","Pulmonary hypertension","10061128"
"Blood osmolarity decreased","10073354","Blood osmolarity decreased","10073354"
"Infection protozoal","10051045","Infection protozoal","10051045"
"Lymphocytic leukaemia","10052448","Lymphocytic leukaemia","10052448"
"Infertility male","10057885","Infertility male","10057885"
"Cervix disorder","10067127","Cervix disorder","10067127"
"Birth trauma","10005159","Birth trauma","10005159"
"Neurofibromatosis","10009185","Neurofibromatosis","10009185"
"Electrolyte depletion","10011719","Electrolyte depletion","10011719"
"Local anaesthesia","10015829","Local anaesthesia","10015829"
"Cheilosis","10015995","Cheilosis","10015995"
"Blindness transient","10020015","Blindness transient","10020015"
"Obsessive-compulsive disorder","10021283","Obsessive-compulsive disorder","10021283"
"Panniculitis","10023110","Panniculitis","10023110"
"Crohn's disease","10027646","Crohn's disease","10027646"
"Microcephaly","10028521","Microcephaly","10028521"
"Extensor plantar response","10029864","Extensor plantar response","10029864"
"Lumbar puncture normal","10030071","Lumbar puncture normal","10030071"
"Full blood count normal","10030875","Full blood count normal","10030875"
"Collapse of lung","10009913","Pneumothorax","10035759"
"Nasal discomfort","10037515","Nasal discomfort","10037515"
"Spermatozoa abnormal","10037521","Spermatozoa abnormal","10037521"
"Breath odour","10037532","Breath odour","10037532"
"Oral mucosal eruption","10037538","Oral mucosal eruption","10037538"
"Corneal scar","10042159","Corneal scar","10042159"
"Macular degeneration","10047641","Macular degeneration","10047641"
"Respiratory depression","10049168","Respiratory depression","10049168"
"Tracheitis","10049567","Tracheitis","10049567"
"Infection in an immunocompromised host","10053635","Infection in an immunocompromised host","10053635"
"Sinus bradycardia","10053644","Sinus bradycardia","10053644"
"Gravitational oedema","10053646","Gravitational oedema","10053646"
"Illusion","10053693","Illusion","10053693"
"Albuminuria","10053694","Albuminuria","10053694"
"Blood cholesterol increased","10053854","Blood cholesterol increased","10053854"
"Parkinson's disease","10054202","Parkinson's disease","10054202"
"Sleep terror","10056696","Sleep terror","10056696"
"Tooth discolouration","10057426","Tooth discolouration","10057426"
"Tuberculosis","10061010","Tuberculosis","10061010"
"Mental disorder","10061129","Mental disorder","10061129"
"Chronic lymphocytic leukaemia","10061145","Chronic lymphocytic leukaemia","10061145"
"Drug withdrawal syndrome","10065166","Drug withdrawal syndrome","10065166"
"Heart disease congenital","10065836","Heart disease congenital","10065836"
"Epididymitis","10071044","Epididymitis","10071044"
"Paraesthesia mucosal","10071641","Paraesthesia mucosal","10071641"
"Tympanic membrane perforation","10000173","Tympanic membrane perforation","10000173"
"Aseptic necrosis bone","10003460","Osteonecrosis","10031264"
"Cerebellar syndrome","10010804","Cerebellar syndrome","10010804"
"Tooth hypoplasia","10020939","Tooth hypoplasia","10020939"
"Bronchiectasis","10034960","Bronchiectasis","10034960"
"Analgesic effect","10052803","Analgesic therapy","10053469"
"Penis disorder","10008766","Penis disorder","10008766"
"Abortion missed","10014853","Abortion missed","10014853"
"Basedow's disease","10015948","Basedow's disease","10015948"
"Hyperammonaemia","10020392","Hyperammonaemia","10020392"
"Chromosome abnormality","10008815","Cytogenetic abnormality","10067477"
"Peripheral ischaemia","10025425","Peripheral ischaemia","10025425"
"Vulvovaginitis trichomonal","10030910","Vulvovaginitis trichomonal","10030910"
"Volume blood decreased","10030923","Volume blood decreased","10030923"
"Phlebitis superficial","10031051","Phlebitis superficial","10031051"
"Pseudo lymphoma","10037108","Pseudolymphoma","10037127"
"Hypoproteinaemia","10038845","Hypoproteinaemia","10038845"
"Toothache","10038846","Toothache","10038846"
"Optic neuritis retrobulbar","10030945","Optic neuritis","10030942"
"Conjunctival haemorrhage","10038848","Conjunctival haemorrhage","10038848"
"Cystitis haemorrhagic","10038891","Cystitis haemorrhagic","10038891"
"Pityriasis rosea","10038893","Pityriasis rosea","10038893"
"Tuberous sclerosis","10038894","Tuberous sclerosis","10038894"
"Personality change","10038897","Personality change","10038897"
"Pelvic pain","10038933","Pelvic pain","10038933"
"Adrenocortical insufficiency chronic","10001390","Addison's disease","10001130"
"Obesity","10047650","Obesity","10047650"
"Extrapyramidal disorder","10047654","Extrapyramidal disorder","10047654"
"Skin hypertrophy","10047658","Skin hypertrophy","10047658"
"Adrenal insufficiency","10061321","Adrenal insufficiency","10061321"
"Wrong drug administered","10061510","Wrong drug administered","10061510"
"Dysphoria","10063118","Dysphoria","10063118"
"Nasal oedema","10063970","Nasal oedema","10063970"
"Haemorrhagic diathesis","10064930","Haemorrhagic diathesis","10064930"
"Joint dislocation","10065684","Joint dislocation","10065684"
"Bilirubinuria","10071004","Bilirubinuria","10071004"
"Brain neoplasm malignant","10072716","Brain neoplasm malignant","10072716"
"Peliosis hepatis","10015901","Peliosis hepatis","10015901"
"HIV test positive","10038827","HIV test positive","10038827"
"Varices oesophageal","10038829","Varices oesophageal","10038829"
"Tachyarrhythmia","10038831","Tachyarrhythmia","10038831"
"Thermal burn","10038862","Thermal burn","10038862"
"Achlorhydria","10038867","Achlorhydria","10038867"
"Ventricular fibrillation","10038901","Ventricular fibrillation","10038901"
"Idiopathic thrombocytopenic purpura","10021245","Immune thrombocytopenic purpura","10074667"
"Radiation injury","10038908","Radiation injury","10038908"
"Adrenal haemorrhage","10038923","Adrenal haemorrhage","10038923"
"Angina pectoris","10047655","Angina pectoris","10047655"
"Nephritis","10051742","Nephritis","10051742"
"Aortic valve stenosis","10062108","Aortic valve stenosis","10062108"
"Renal vasculitis","10065119","Renal vasculitis","10065119"
"Laryngotracheal oedema","10065373","Laryngotracheal oedema","10065373"
"Polydipsia","10065534","Polydipsia","10065534"
"Abscess drainage","10010719","Abscess drainage","10010719"
"Ovarian cancer","10015926","Ovarian cancer","10015926"
"Proctitis","10020923","Proctitis","10020923"
"Sexual dysfunction","10030919","Sexual dysfunction","10030919"
"Renal interstitial fibrosis","10038475","Kidney fibrosis","10023421"
"Marrow hyperplasia","10030941","Marrow hyperplasia","10030941"
"Carotid artery thrombosis","10034544","Carotid artery thrombosis","10034544"
"Eyelid retraction","10043207","Eyelid retraction","10043207"
"Hypertrophy breast","10020881","Breast enlargement","10006242"
"Nasal dryness","10057418","Nasal dryness","10057418"
"Peritonitis","10069930","Peritonitis","10069930"
"Premature baby","10075018","Premature baby","10075018"
"Urine glucose false positive","10000389","Urine glucose false positive","10000389"
"Deafness permanent","10001902","Deafness permanent","10001902"
"Reiter's syndrome","10001903","Reiter's syndrome","10001903"
"Prothrombin level increased","10001906","Prothrombin level increased","10001906"
"Abdominal pain lower","10001912","Abdominal pain lower","10001912"
"Tetanus","10002537","Tetanus","10002537"
"Respiratory tract malformation","10003569","Respiratory tract malformation","10003569"
"Schizophrenia","10005169","Schizophrenia","10005169"
"Brain injury","10005177","Brain injury","10005177"
"Metabolic function test","10005179","Metabolic function test","10005179"
"Nuclear magnetic resonance imaging abnormal","10005184","Nuclear magnetic resonance imaging abnormal","10005184"
"Echolalia","10005186","Echolalia","10005186"
"Coagulation time prolonged","10008795","Coagulation time prolonged","10008795"
"Breast tenderness","10010051","Breast tenderness","10010051"
"Intestinal infarction","10013036","Intestinal infarction","10013036"
"Rapid eye movements sleep abnormal","10015290","Rapid eye movements sleep abnormal","10015290"
"Cardiogenic shock","10019099","Cardiogenic shock","10019099"
"Hiatus hernia","10019452","Hiatus hernia","10019452"
"Injection site cellulitis","10019455","Injection site cellulitis","10019455"
"Hepatic necrosis","10019456","Hepatic necrosis","10019456"
"Gastrointestinal ulcer","10020675","Gastrointestinal ulcer","10020675"
"Pancreatitis necrotising","10028651","Pancreatitis necrotising","10028651"
"Gastric ulcer haemorrhage","10029404","Gastric ulcer haemorrhage","10029404"
"Ovarian cyst","10034962","Ovarian cyst","10034962"
"Sedation","10036628","Sedation","10036628"
"Post vaccination autoinoculation","10038264","Post vaccination autoinoculation","10038264"
"Radial nerve palsy","10039677","Radial nerve palsy","10039677"
"Tracheobronchitis","10042441","Tracheobronchitis","10042441"
"Azotaemia","10045178","Azotaemia","10045178"
"Haemolytic uraemic syndrome","10047511","Haemolytic uraemic syndrome","10047511"
