pt,hlgt,sog,sog_name,hlgt_name,pt_name
10056529,10017628,10019805,Hepatobiliary disorders,Gallbladder disorders,Biliary dyskinesia
10056972,10017628,10019805,Hepatobiliary disorders,Gallbladder disorders,Hydrocholecystis
10062631,10017628,10019805,Hepatobiliary disorders,Gallbladder disorders,Cholecystitis infective
10062693,10017628,10019805,Hepatobiliary disorders,Gallbladder disorders,Gallbladder enlargement
10000804,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Acute hepatic failure
10001627,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Alcoholic liver disease
10001806,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Alpha-1 anti-trypsin deficiency
10003445,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Ascites
10003547,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Asterixis
10003827,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Autoimmune hepatitis
10004659,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Biliary cirrhosis
10004661,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Biliary cirrhosis primary
10006537,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Budd-Chiari syndrome
10008635,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Cholestasis
10008909,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Chronic hepatitis
10008910,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Chronic hepatitis B
10010075,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Coma hepatic
10010186,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Complications of transplanted liver
10010496,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Congenital hepatitis B infection
10011830,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Cytomegalovirus hepatitis
10018267,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Gilbert's syndrome
10018704,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Granulomatous liver disease
10018872,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Haemochromatosis
10019641,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic cirrhosis
10019645,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic congestion
10019646,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic cyst
10019660,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic encephalopathy
10019663,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic failure
10019668,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic fibrosis
10019670,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic function abnormal
10019676,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic haematoma
10019677,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic haemorrhage
10019692,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic necrosis
10019705,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic pain
10019708,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic steatosis
10019713,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic vein thrombosis
10019717,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis
10019719,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis A
10019727,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis acute
10019728,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis alcoholic
10019731,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis B
10019744,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis C
10019754,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis cholestatic
10019762,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis D
10019772,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis fulminant
10019781,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis infectious mononucleosis
10019795,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis toxic
10019799,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatitis viral
10019837,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatocellular injury
10019842,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatomegaly
10019845,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatorenal failure
10019846,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatorenal syndrome
10019847,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatosplenomegaly
10019851,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatotoxicity
10020575,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hyperammonaemia
10020578,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hyperbilirubinaemia
10020580,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hyperbilirubinaemia neonatal
10020942,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hypoalbuminaemia
10021083,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hypoproteinaemia
10023025,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Ischaemic hepatitis
10023126,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Jaundice
10023129,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Jaundice cholestatic
10023138,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Jaundice neonatal
10024652,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Liver abscess
10024670,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Liver disorder
10024712,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Liver tenderness
10024715,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Liver transplant rejection
10030210,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Oesophageal varices haemorrhage
10034229,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Peliosis hepatis
10036193,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Porphyrinuria
10036200,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Portal hypertension
10036206,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Portal vein thrombosis
10039012,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Reye's syndrome
10047216,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Venoocclusive liver disease
10048245,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Yellow skin
10048834,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Polycystic liver disease
10049055,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Cholestasis of pregnancy
10049058,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,HELLP syndrome
10052550,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Liver induration
10053842,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Gianotti-Crosti syndrome
10056091,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Varices oesophageal
10056328,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic ischaemia
10056522,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic infection
10056528,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Neonatal cholestasis
10057110,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic mass
10057873,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hereditary haemochromatosis
10058117,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Ocular icterus
10059193,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Acute hepatitis B
10061998,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic lesion
10065051,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Acute hepatitis C
10065217,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hepatic infection fungal
10067125,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Liver injury
10067281,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Portopulmonary hypertension
10067979,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Traumatic liver injury
10068237,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Hypertransaminasaemia
10068821,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Periportal oedema
10071634,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Deficiency of bile secretion
10072268,10019654,10019805,Hepatobiliary disorders,Hepatic and hepatobiliary disorders,Drug-induced liver injury
10004668,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Biliary neoplasm
10008593,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Cholangiocarcinoma
10018821,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Haemangioma of liver
10019629,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Hepatic adenoma
10019695,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Hepatic neoplasm
10027457,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Metastases to liver
10052285,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Focal nodular hyperplasia
10062001,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Hepatoblastoma
10073069,10019811,10019805,Hepatobiliary disorders,Hepatobiliary neoplasms,Hepatic cancer
10001742,10001708,10021428,Immune system disorders,Allergic conditions,Allergy to animal
10001890,10001708,10021428,Immune system disorders,Allergic conditions,Alveolitis allergic
10002198,10001708,10021428,Immune system disorders,Allergic conditions,Anaphylactic reaction
10002199,10001708,10021428,Immune system disorders,Allergic conditions,Anaphylactic shock
10002216,10001708,10021428,Immune system disorders,Allergic conditions,Anaphylactoid reaction
10002424,10001708,10021428,Immune system disorders,Allergic conditions,Angioedema
10003553,10001708,10021428,Immune system disorders,Allergic conditions,Asthma
10003645,10001708,10021428,Immune system disorders,Allergic conditions,Atopy
10006482,10001708,10021428,Immune system disorders,Allergic conditions,Bronchospasm
10009869,10001708,10021428,Immune system disorders,Allergic conditions,Cold urticaria
10010744,10001708,10021428,Immune system disorders,Allergic conditions,Conjunctivitis allergic
10010836,10001708,10021428,Immune system disorders,Allergic conditions,Contrast media reaction
10012434,10001708,10021428,Immune system disorders,Allergic conditions,Dermatitis allergic
10012438,10001708,10021428,Immune system disorders,Allergic conditions,Dermatitis atopic
10012442,10001708,10021428,Immune system disorders,Allergic conditions,Dermatitis contact
10012455,10001708,10021428,Immune system disorders,Allergic conditions,Dermatitis exfoliative
10012812,10001708,10021428,Immune system disorders,Allergic conditions,Diffuse cutaneous mastocytosis
10013687,10001708,10021428,Immune system disorders,Allergic conditions,Drug eruption
10013700,10001708,10021428,Immune system disorders,Allergic conditions,Drug hypersensitivity
10014197,10001708,10021428,Immune system disorders,Allergic conditions,Eczema herpeticum
10015213,10001708,10021428,Immune system disorders,Allergic conditions,Erythema induratum
10015218,10001708,10021428,Immune system disorders,Allergic conditions,Erythema multiforme
10015907,10001708,10021428,Immune system disorders,Allergic conditions,Eye allergy
10015993,10001708,10021428,Immune system disorders,Allergic conditions,Eyelid oedema
10016029,10001708,10021428,Immune system disorders,Allergic conditions,Face oedema
10016741,10001708,10021428,Immune system disorders,Allergic conditions,Fixed eruption
10016946,10001708,10021428,Immune system disorders,Allergic conditions,Food allergy
10019860,10001708,10021428,Immune system disorders,Allergic conditions,Hereditary angioedema
10020751,10001708,10021428,Immune system disorders,Allergic conditions,Hypersensitivity
10021247,10001708,10021428,Immune system disorders,Allergic conditions,Idiopathic urticaria
10022071,10001708,10021428,Immune system disorders,Allergic conditions,Injection site hypersensitivity
10022107,10001708,10021428,Immune system disorders,Allergic conditions,Injection site urticaria
10023845,10001708,10021428,Immune system disorders,Allergic conditions,Laryngeal oedema
10023893,10001708,10021428,Immune system disorders,Allergic conditions,Laryngotracheal oedema
10024558,10001708,10021428,Immune system disorders,Allergic conditions,Lip oedema
10024570,10001708,10021428,Immune system disorders,Allergic conditions,Lip swelling
10027633,10001708,10021428,Immune system disorders,Allergic conditions,Milk allergy
10028164,10001708,10021428,Immune system disorders,Allergic conditions,Multiple allergies
10029120,10001708,10021428,Immune system disorders,Allergic conditions,Nephritis allergic
10030110,10001708,10021428,Immune system disorders,Allergic conditions,Oedema mouth
10031118,10001708,10021428,Immune system disorders,Allergic conditions,Oropharyngeal swelling
10033675,10001708,10021428,Immune system disorders,Allergic conditions,Panniculitis
10034434,10001708,10021428,Immune system disorders,Allergic conditions,Perfume sensitivity
10034545,10001708,10021428,Immune system disorders,Allergic conditions,Periorbital oedema
10034829,10001708,10021428,Immune system disorders,Allergic conditions,Pharyngeal oedema
10037977,10001708,10021428,Immune system disorders,Allergic conditions,Reaction to food additive
10038192,10001708,10021428,Immune system disorders,Allergic conditions,Red man syndrome
10039085,10001708,10021428,Immune system disorders,Allergic conditions,Rhinitis allergic
10039094,10001708,10021428,Immune system disorders,Allergic conditions,Rhinitis perennial
10039251,10001708,10021428,Immune system disorders,Allergic conditions,Rubber sensitivity
10040400,10001708,10021428,Immune system disorders,Allergic conditions,Serum sickness
10040402,10001708,10021428,Immune system disorders,Allergic conditions,Serum sickness-like reaction
10040914,10001708,10021428,Immune system disorders,Allergic conditions,Skin reaction
10041307,10001708,10021428,Immune system disorders,Allergic conditions,Solar urticaria
10042033,10001708,10021428,Immune system disorders,Allergic conditions,Stevens-Johnson syndrome
10042682,10001708,10021428,Immune system disorders,Allergic conditions,Swelling face
10042727,10001708,10021428,Immune system disorders,Allergic conditions,Swollen tongue
10043967,10001708,10021428,Immune system disorders,Allergic conditions,Tongue oedema
10044223,10001708,10021428,Immune system disorders,Allergic conditions,Toxic epidermal necrolysis
10045240,10001708,10021428,Immune system disorders,Allergic conditions,Type I hypersensitivity
10046735,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria
10046739,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria aquagenic
10046740,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria cholinergic
10046742,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria contact
10046750,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria papular
10046752,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria pigmentosa
10046755,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria vesiculosa
10048908,10001708,10021428,Immune system disorders,Allergic conditions,Seasonal allergy
10049153,10001708,10021428,Immune system disorders,Allergic conditions,Allergic sinusitis
10051891,10001708,10021428,Immune system disorders,Allergic conditions,Kaposi's varicelliform eruption
10052098,10001708,10021428,Immune system disorders,Allergic conditions,Iodine allergy
10052250,10001708,10021428,Immune system disorders,Allergic conditions,Circumoral oedema
10052568,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria chronic
10052572,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria pressure
10052613,10001708,10021428,Immune system disorders,Allergic conditions,Allergic bronchitis
10052758,10001708,10021428,Immune system disorders,Allergic conditions,Mycotic allergy
10053613,10001708,10021428,Immune system disorders,Allergic conditions,Type IV hypersensitivity reaction
10053614,10001708,10021428,Immune system disorders,Allergic conditions,Type III immune complex mediated reaction
10054000,10001708,10021428,Immune system disorders,Allergic conditions,Type II hypersensitivity
10054928,10001708,10021428,Immune system disorders,Allergic conditions,Allergy to plants
10055048,10001708,10021428,Immune system disorders,Allergic conditions,Allergy to vaccine
10057970,10001708,10021428,Immune system disorders,Allergic conditions,Toxic skin eruption
10058284,10001708,10021428,Immune system disorders,Allergic conditions,Allergy to arthropod sting
10058285,10001708,10021428,Immune system disorders,Allergic conditions,Allergy to arthropod bite
10059447,10001708,10021428,Immune system disorders,Allergic conditions,Allergic colitis
10059499,10001708,10021428,Immune system disorders,Allergic conditions,Haemorrhagic urticaria
10060934,10001708,10021428,Immune system disorders,Allergic conditions,Allergic oedema
10061399,10001708,10021428,Immune system disorders,Allergic conditions,Urticaria thermal
10061430,10001708,10021428,Immune system disorders,Allergic conditions,Arthritis allergic
10061626,10001708,10021428,Immune system disorders,Allergic conditions,Allergy to chemicals
10062579,10001708,10021428,Immune system disorders,Allergic conditions,Necrotising panniculitis
10063031,10001708,10021428,Immune system disorders,Allergic conditions,Mesenteric panniculitis
10063119,10001708,10021428,Immune system disorders,Allergic conditions,Anaphylactoid shock
10063438,10001708,10021428,Immune system disorders,Allergic conditions,Pruritus allergic
10063527,10001708,10021428,Immune system disorders,Allergic conditions,Allergic respiratory symptom
10064212,10001708,10021428,Immune system disorders,Allergic conditions,Eosinophilic oesophagitis
10064788,10001708,10021428,Immune system disorders,Allergic conditions,Reaction to preservatives
10066042,10001708,10021428,Immune system disorders,Allergic conditions,Eczema vaccinatum
10066173,10001708,10021428,Immune system disorders,Allergic conditions,Allergic transfusion reaction
10066414,10001708,10021428,Immune system disorders,Allergic conditions,Allergy to metals
10066973,10001708,10021428,Immune system disorders,Allergic conditions,Contrast media allergy
10067113,10001708,10021428,Immune system disorders,Allergic conditions,Anaphylactic transfusion reaction
10067142,10001708,10021428,Immune system disorders,Allergic conditions,Immediate post-injection reaction
10067317,10001708,10021428,Immune system disorders,Allergic conditions,Oculorespiratory syndrome
10068355,10001708,10021428,Immune system disorders,Allergic conditions,Oral allergy syndrome
10068773,10001708,10021428,Immune system disorders,Allergic conditions,Mechanical urticaria
10068880,10001708,10021428,Immune system disorders,Allergic conditions,Vaccination site hypersensitivity
10069167,10001708,10021428,Immune system disorders,Allergic conditions,Kounis syndrome
10069201,10001708,10021428,Immune system disorders,Allergic conditions,Smoke sensitivity
10069622,10001708,10021428,Immune system disorders,Allergic conditions,Vaccination site urticaria
10069773,10001708,10021428,Immune system disorders,Allergic conditions,Administration related reaction
10071152,10001708,10021428,Immune system disorders,Allergic conditions,Injection related reaction
10072757,10001708,10021428,Immune system disorders,Allergic conditions,Chronic spontaneous urticaria
10073257,10001708,10021428,Immune system disorders,Allergic conditions,Idiopathic angioedema
10073508,10001708,10021428,Immune system disorders,Allergic conditions,Drug reaction with eosinophilia and systemic symptoms
10075203,10001708,10021428,Immune system disorders,Allergic conditions,Mouth swelling
10000709,10003816,10021428,Immune system disorders,Autoimmune disorders,Acute disseminated encephalomyelitis
10001130,10003816,10021428,Immune system disorders,Autoimmune disorders,Addison's disease
10001761,10003816,10021428,Immune system disorders,Autoimmune disorders,Alopecia areata
10001881,10003816,10021428,Immune system disorders,Autoimmune disorders,Alveolar proteinosis
10002556,10003816,10021428,Immune system disorders,Autoimmune disorders,Ankylosing spondylitis
10002817,10003816,10021428,Immune system disorders,Autoimmune disorders,Antiphospholipid syndrome
10003827,10003816,10021428,Immune system disorders,Autoimmune disorders,Autoimmune hepatitis
10004161,10003816,10021428,Immune system disorders,Autoimmune disorders,Basedow's disease
10004661,10003816,10021428,Immune system disorders,Autoimmune disorders,Biliary cirrhosis primary
10008609,10003816,10021428,Immune system disorders,Autoimmune disorders,Cholangitis sclerosing
10008882,10003816,10021428,Immune system disorders,Autoimmune disorders,Chronic gastritis
10009839,10003816,10021428,Immune system disorders,Autoimmune disorders,Coeliac disease
10009903,10003816,10021428,Immune system disorders,Autoimmune disorders,Collagen disorder
10009905,10003816,10021428,Immune system disorders,Autoimmune disorders,Collagen-vascular disease
10010941,10003816,10021428,Immune system disorders,Autoimmune disorders,Coombs positive haemolytic anaemia
10011474,10003816,10021428,Immune system disorders,Autoimmune disorders,Cryoglobulinaemia
10012468,10003816,10021428,Immune system disorders,Autoimmune disorders,Dermatitis herpetiformis
10012503,10003816,10021428,Immune system disorders,Autoimmune disorders,Dermatomyositis
10014954,10003816,10021428,Immune system disorders,Autoimmune disorders,Eosinophilic fasciitis
10018378,10003816,10021428,Immune system disorders,Autoimmune disorders,Glomerulonephritis rapidly progressive
10018620,10003816,10021428,Immune system disorders,Autoimmune disorders,Goodpasture's syndrome
10018767,10003816,10021428,Immune system disorders,Autoimmune disorders,Guillain-Barre syndrome
10024515,10003816,10021428,Immune system disorders,Autoimmune disorders,Linear IgA disease
10025140,10003816,10021428,Immune system disorders,Autoimmune disorders,Lupus nephritis
10027754,10003816,10021428,Immune system disorders,Autoimmune disorders,Mixed connective tissue disease
10027982,10003816,10021428,Immune system disorders,Autoimmune disorders,Morphoea
10028245,10003816,10021428,Immune system disorders,Autoimmune disorders,Multiple sclerosis
10028417,10003816,10021428,Immune system disorders,Autoimmune disorders,Myasthenia gravis
10028424,10003816,10021428,Immune system disorders,Autoimmune disorders,Myasthenic syndrome
10028527,10003816,10021428,Immune system disorders,Autoimmune disorders,Myelitis transverse
10029229,10003816,10021428,Immune system disorders,Autoimmune disorders,Neuralgic amyotrophy
10030942,10003816,10021428,Immune system disorders,Autoimmune disorders,Optic neuritis
10033534,10003816,10021428,Immune system disorders,Autoimmune disorders,Palindromic rheumatism
10034277,10003816,10021428,Immune system disorders,Autoimmune disorders,Pemphigoid
10034280,10003816,10021428,Immune system disorders,Autoimmune disorders,Pemphigus
10034695,10003816,10021428,Immune system disorders,Autoimmune disorders,Pernicious anaemia
10036099,10003816,10021428,Immune system disorders,Autoimmune disorders,Polymyalgia rheumatica
10036102,10003816,10021428,Immune system disorders,Autoimmune disorders,Polymyositis
10037635,10003816,10021428,Immune system disorders,Autoimmune disorders,Pyoderma gangrenosum
10038294,10003816,10021428,Immune system disorders,Autoimmune disorders,Reiter's syndrome
10039073,10003816,10021428,Immune system disorders,Autoimmune disorders,Rheumatoid arthritis
10039710,10003816,10021428,Immune system disorders,Autoimmune disorders,Scleroderma
10040767,10003816,10021428,Immune system disorders,Autoimmune disorders,Sjogren's syndrome
10042945,10003816,10021428,Immune system disorders,Autoimmune disorders,Systemic lupus erythematosus
10042946,10003816,10021428,Immune system disorders,Autoimmune disorders,Systemic lupus erythematosus rash
10047642,10003816,10021428,Immune system disorders,Autoimmune disorders,Vitiligo
10047822,10003816,10021428,Immune system disorders,Autoimmune disorders,Warm type haemolytic anaemia
10048628,10003816,10021428,Immune system disorders,Autoimmune disorders,Rheumatoid vasculitis
10048895,10003816,10021428,Immune system disorders,Autoimmune disorders,Pityriasis lichenoides et varioliformis acuta
10048999,10003816,10021428,Immune system disorders,Autoimmune disorders,Leukoencephalomyelitis
10049046,10003816,10021428,Immune system disorders,Autoimmune disorders,Autoimmune thyroiditis
10049168,10003816,10021428,Immune system disorders,Autoimmune disorders,Ocular myasthenia
10050551,10003816,10021428,Immune system disorders,Autoimmune disorders,Lupus-like syndrome
10051229,10003816,10021428,Immune system disorders,Autoimmune disorders,Cryofibrinogenaemia
10053873,10003816,10021428,Immune system disorders,Autoimmune disorders,Evans syndrome
10055128,10003816,10021428,Immune system disorders,Autoimmune disorders,Autoimmune neutropenia
10056387,10003816,10021428,Immune system disorders,Autoimmune disorders,Encephalitis allergic
10056509,10003816,10021428,Immune system disorders,Autoimmune disorders,Cutaneous lupus erythematosus
10056667,10003816,10021428,Immune system disorders,Autoimmune disorders,Cogan's syndrome
10057481,10003816,10021428,Immune system disorders,Autoimmune disorders,Lupus pneumonitis
10057645,10003816,10021428,Immune system disorders,Autoimmune disorders,Chronic inflammatory demyelinating polyradiculoneuropathy
10058994,10003816,10021428,Immune system disorders,Autoimmune disorders,Acute haemorrhagic leukoencephalitis
10059176,10003816,10021428,Immune system disorders,Autoimmune disorders,Juvenile idiopathic arthritis
10061664,10003816,10021428,Immune system disorders,Autoimmune disorders,Autoimmune disorder
10061811,10003816,10021428,Immune system disorders,Autoimmune disorders,Demyelinating polyneuropathy
10062758,10003816,10021428,Immune system disorders,Autoimmune disorders,Myasthenia gravis crisis
10063685,10003816,10021428,Immune system disorders,Autoimmune disorders,Lymphocytic hypophysitis
10064115,10003816,10021428,Immune system disorders,Autoimmune disorders,Polyglandular autoimmune syndrome type III
10065159,10003816,10021428,Immune system disorders,Autoimmune disorders,Polychondritis
10066389,10003816,10021428,Immune system disorders,Autoimmune disorders,Latent autoimmune diabetes in adults
10066407,10003816,10021428,Immune system disorders,Autoimmune disorders,Inclusion body myositis
10067584,10003816,10021428,Immune system disorders,Autoimmune disorders,Type 1 diabetes mellitus
10067873,10003816,10021428,Immune system disorders,Autoimmune disorders,Hashitoxicosis
10067972,10003816,10021428,Immune system disorders,Autoimmune disorders,Interstitial granulomatous dermatitis
10067982,10003816,10021428,Immune system disorders,Autoimmune disorders,Butterfly rash
10068513,10003816,10021428,Immune system disorders,Autoimmune disorders,Pulmonary renal syndrome
10068786,10003816,10021428,Immune system disorders,Autoimmune disorders,Overlap syndrome
10069432,10003816,10021428,Immune system disorders,Autoimmune disorders,Hashimoto's encephalopathy
10070439,10003816,10021428,Immune system disorders,Autoimmune disorders,Autoimmune neuropathy
10071141,10003816,10021428,Immune system disorders,Autoimmune disorders,Rasmussen encephalitis
10071530,10003816,10021428,Immune system disorders,Autoimmune disorders,Chronic recurrent multifocal osteomyelitis
10071575,10003816,10021428,Immune system disorders,Autoimmune disorders,Undifferentiated connective tissue disease
10072147,10003816,10021428,Immune system disorders,Autoimmune disorders,Paediatric autoimmune neuropsychiatric disorders associated with streptococcal infection
10072148,10003816,10021428,Immune system disorders,Autoimmune disorders,Stiff person syndrome
10072155,10003816,10021428,Immune system disorders,Autoimmune disorders,Immune-mediated necrotising myopathy
10072378,10003816,10021428,Immune system disorders,Autoimmune disorders,Encephalitis autoimmune
10073785,10003816,10021428,Immune system disorders,Autoimmune disorders,Autoimmune haemolytic anaemia
10074667,10003816,10021428,Immune system disorders,Autoimmune disorders,Immune thrombocytopenic purpura
10074954,10003816,10021428,Immune system disorders,Autoimmune disorders,Granulomatous dermatitis
10000565,10021460,10021428,Immune system disorders,Immunodeficiency syndromes,Acquired immunodeficiency syndrome
10007877,10021460,10021428,Immune system disorders,Immunodeficiency syndromes,Cell-mediated immune deficiency
10008415,10021460,10021428,Immune system disorders,Immunodeficiency syndromes,Chediak-Higashi syndrome
10008906,10021460,10021428,Immune system disorders,Immunodeficiency syndromes,Chronic granulomatous disease
10010099,10021460,10021428,Immune system disorders,Immunodeficiency syndromes,Combined immunodeficiency
10012979,10021460,10021428,Immune system disorders,Immunodeficiency syndromes,DiGeorge's syndrome
10020161,10021460,10021428,Immune system disorders,Immunodeficiency syndromes,HIV infection
10020464,10021460,10021428,Immune system disorders,Immunodeficiency syndromes,Humoral immune defect
